date,bdi_proxy,vlsfo_price_usd_mt,usd_inr,vessel_supply_index,data_source,is_synthetic
2020-03-18,1727.7,653.38,78.34,100.8,DEMO_DATA,True
2020-03-19,1708.2,658.0,78.08,100.8,DEMO_DATA,True
2020-03-20,1727.4,645.02,78.15,100.3,DEMO_DATA,True
2020-03-21,1737.9,649.73,78.01,100.2,DEMO_DATA,True
2020-03-22,1691.3,637.21,78.5,99.7,DEMO_DATA,True
2020-03-23,1684.3,629.81,74.4,100.1,DEMO_DATA,True
2020-03-24,1672.9,620.47,74.32,100.2,DEMO_DATA,True
2020-03-25,1696.4,626.12,74.4,101.5,DEMO_DATA,True
2020-03-26,1688.8,636.13,74.27,101.6,DEMO_DATA,True
2020-03-27,1702.2,629.33,74.62,100.9,DEMO_DATA,True
2020-03-28,1764.9,634.98,74.59,101.2,DEMO_DATA,True
2020-03-29,1526.0,635.23,75.19,101.3,DEMO_DATA,True
2020-03-30,1543.3,639.34,75.11,103.0,DEMO_DATA,True
2020-03-31,1594.5,637.72,75.16,101.4,DEMO_DATA,True
2020-04-01,1589.0,645.23,75.31,100.0,DEMO_DATA,True
2020-04-02,1583.2,639.42,75.86,99.8,DEMO_DATA,True
2020-04-03,1595.8,619.55,75.58,99.0,DEMO_DATA,True
2020-04-04,1582.8,620.44,75.51,99.5,DEMO_DATA,True
2020-04-05,1598.2,629.6,75.51,100.4,DEMO_DATA,True
2020-04-06,1620.9,641.34,75.43,100.7,DEMO_DATA,True
2020-04-07,1620.0,640.64,75.41,100.9,DEMO_DATA,True
2020-04-08,1644.9,626.32,75.35,100.7,DEMO_DATA,True
2020-04-09,1255.3,613.1,75.52,101.7,DEMO_DATA,True
2020-04-10,1274.3,617.21,75.85,103.2,DEMO_DATA,True
2020-04-11,1274.9,620.2,75.66,103.2,DEMO_DATA,True
2020-04-12,1244.4,621.25,76.02,102.3,DEMO_DATA,True
2020-04-13,1244.9,625.35,76.07,101.7,DEMO_DATA,True
2020-04-14,1277.3,634.9,75.78,102.2,DEMO_DATA,True
2020-04-15,1301.8,621.95,75.86,101.4,DEMO_DATA,True
2020-04-16,1344.0,628.54,73.77,100.7,DEMO_DATA,True
2020-04-17,1307.3,627.31,74.09,100.3,DEMO_DATA,True
2020-04-18,1287.5,631.87,73.88,100.7,DEMO_DATA,True
2020-04-19,1275.7,633.54,73.87,101.0,DEMO_DATA,True
2020-04-20,1311.5,613.32,73.76,100.4,DEMO_DATA,True
2020-04-21,1329.8,602.19,73.8,100.7,DEMO_DATA,True
2020-04-22,1296.6,603.99,73.18,100.7,DEMO_DATA,True
2020-04-23,1302.5,602.69,73.39,101.3,DEMO_DATA,True
2020-04-24,1315.8,601.01,73.69,101.4,DEMO_DATA,True
2020-04-25,1327.4,606.23,73.85,101.8,DEMO_DATA,True
2020-04-26,1357.5,601.46,74.24,102.4,DEMO_DATA,True
2020-04-27,1388.3,587.51,74.49,102.5,DEMO_DATA,True
2020-04-28,1424.4,588.91,74.76,102.3,DEMO_DATA,True
2020-04-29,1433.4,595.49,74.63,102.0,DEMO_DATA,True
2020-04-30,1441.0,614.58,74.47,101.9,DEMO_DATA,True
2020-05-01,1464.9,611.14,74.43,101.0,DEMO_DATA,True
2020-05-02,1497.0,610.87,74.48,101.1,DEMO_DATA,True
2020-05-03,1486.2,620.58,74.64,99.8,DEMO_DATA,True
2020-05-04,1439.4,605.1,74.36,99.6,DEMO_DATA,True
2020-05-05,1455.6,606.3,74.29,99.3,DEMO_DATA,True
2020-05-06,1449.9,500.84,73.92,99.4,DEMO_DATA,True
2020-05-07,1495.1,498.29,74.14,99.2,DEMO_DATA,True
2020-05-08,1526.7,505.1,73.95,98.2,DEMO_DATA,True
2020-05-09,1544.9,513.97,73.64,97.4,DEMO_DATA,True
2020-05-10,1566.6,522.14,73.86,97.2,DEMO_DATA,True
2020-05-11,1589.3,509.84,73.55,97.2,DEMO_DATA,True
2020-05-12,1586.5,524.61,73.38,96.2,DEMO_DATA,True
2020-05-13,1620.3,514.61,73.14,97.3,DEMO_DATA,True
2020-05-14,1653.8,513.39,73.03,97.8,DEMO_DATA,True
2020-05-15,1621.0,515.54,73.63,97.2,DEMO_DATA,True
2020-05-16,1590.1,513.59,73.54,97.6,DEMO_DATA,True
2020-05-17,1592.4,505.52,73.63,97.3,DEMO_DATA,True
2020-05-18,1627.5,505.1,73.51,97.4,DEMO_DATA,True
2020-05-19,1613.9,510.72,73.49,97.4,DEMO_DATA,True
2020-05-20,1606.6,503.17,73.62,96.7,DEMO_DATA,True
2020-05-21,1601.8,495.91,73.74,96.3,DEMO_DATA,True
2020-05-22,1600.1,498.3,73.62,98.4,DEMO_DATA,True
2020-05-23,1583.0,500.49,73.23,99.4,DEMO_DATA,True
2020-05-24,1596.6,497.3,73.18,99.8,DEMO_DATA,True
2020-05-25,1554.9,502.26,73.28,100.5,DEMO_DATA,True
2020-05-26,1590.7,504.99,72.99,100.5,DEMO_DATA,True
2020-05-27,1561.3,502.36,72.78,100.2,DEMO_DATA,True
2020-05-28,1572.3,492.31,72.76,99.2,DEMO_DATA,True
2020-05-29,1595.1,492.05,72.79,98.8,DEMO_DATA,True
2020-05-30,1143.8,493.0,72.68,99.3,DEMO_DATA,True
2020-05-31,1187.2,477.5,72.62,100.0,DEMO_DATA,True
2020-06-01,1187.8,475.98,72.67,100.8,DEMO_DATA,True
2020-06-02,1177.2,474.46,72.96,100.9,DEMO_DATA,True
2020-06-03,1175.7,475.95,72.95,111.2,DEMO_DATA,True
2020-06-04,1174.5,486.22,72.89,110.5,DEMO_DATA,True
2020-06-05,1158.1,487.11,72.81,111.8,DEMO_DATA,True
2020-06-06,1177.1,492.64,72.82,112.4,DEMO_DATA,True
2020-06-07,1214.6,487.04,72.94,111.0,DEMO_DATA,True
2020-06-08,1223.1,482.49,73.32,111.9,DEMO_DATA,True
2020-06-09,1293.6,484.37,73.4,111.3,DEMO_DATA,True
2020-06-10,1292.0,496.81,73.56,111.1,DEMO_DATA,True
2020-06-11,1311.1,490.11,73.75,109.8,DEMO_DATA,True
2020-06-12,1281.4,489.45,73.7,111.1,DEMO_DATA,True
2020-06-13,1292.1,489.45,73.86,113.0,DEMO_DATA,True
2020-06-14,1346.9,496.4,73.61,110.7,DEMO_DATA,True
2020-06-15,1335.0,503.68,73.32,110.8,DEMO_DATA,True
2020-06-16,1355.1,509.3,73.45,109.7,DEMO_DATA,True
2020-06-17,1374.1,505.76,73.37,108.7,DEMO_DATA,True
2020-06-18,1396.5,512.36,73.22,107.4,DEMO_DATA,True
2020-06-19,1401.8,511.49,73.23,106.7,DEMO_DATA,True
2020-06-20,1402.3,522.32,73.26,106.6,DEMO_DATA,True
2020-06-21,1429.4,516.41,73.3,106.6,DEMO_DATA,True
2020-06-22,1392.1,510.77,73.22,107.5,DEMO_DATA,True
2020-06-23,1365.8,523.5,73.41,108.6,DEMO_DATA,True
2020-06-24,1368.4,522.57,73.17,107.3,DEMO_DATA,True
2020-06-25,1382.2,536.47,73.68,107.5,DEMO_DATA,True
2020-06-26,1378.0,531.23,73.36,107.8,DEMO_DATA,True
2020-06-27,1399.1,527.58,73.42,107.8,DEMO_DATA,True
2020-06-28,1408.6,534.1,73.56,108.1,DEMO_DATA,True
2020-06-29,1438.7,540.45,73.46,115.3,DEMO_DATA,True
2020-06-30,1461.4,542.79,73.41,114.4,DEMO_DATA,True
2020-07-01,1486.6,543.16,73.29,112.4,DEMO_DATA,True
2020-07-02,1518.7,548.94,73.17,112.5,DEMO_DATA,True
2020-07-03,1494.8,548.28,73.24,113.5,DEMO_DATA,True
2020-07-04,1482.2,560.83,73.13,113.7,DEMO_DATA,True
2020-07-05,1505.8,575.15,72.92,113.9,DEMO_DATA,True
2020-07-06,1511.7,591.86,72.86,111.8,DEMO_DATA,True
2020-07-07,1526.2,490.13,72.66,112.0,DEMO_DATA,True
2020-07-08,1582.7,482.79,72.69,112.3,DEMO_DATA,True
2020-07-09,1604.0,483.36,72.79,112.6,DEMO_DATA,True
2020-07-10,1598.7,500.71,72.73,112.0,DEMO_DATA,True
2020-07-11,1674.6,499.72,72.9,111.6,DEMO_DATA,True
2020-07-12,1704.5,516.08,72.6,110.5,DEMO_DATA,True
2020-07-13,1717.3,518.02,72.58,111.2,DEMO_DATA,True
2020-07-14,1680.4,524.89,72.71,111.6,DEMO_DATA,True
2020-07-15,1671.5,521.91,72.64,109.9,DEMO_DATA,True
2020-07-16,1684.2,523.98,72.53,111.9,DEMO_DATA,True
2020-07-17,1710.1,540.0,72.67,111.3,DEMO_DATA,True
2020-07-18,1703.8,545.66,72.63,110.8,DEMO_DATA,True
2020-07-19,1673.1,548.47,72.33,110.6,DEMO_DATA,True
2020-07-20,1660.6,484.7,72.61,110.0,DEMO_DATA,True
2020-07-21,1657.7,492.06,70.4,109.9,DEMO_DATA,True
2020-07-22,1673.4,495.97,70.13,110.7,DEMO_DATA,True
2020-07-23,1690.4,494.33,70.19,110.6,DEMO_DATA,True
2020-07-24,1717.6,499.04,70.01,110.8,DEMO_DATA,True
2020-07-25,1736.4,490.4,70.17,111.5,DEMO_DATA,True
2020-07-26,1774.0,483.87,69.9,110.3,DEMO_DATA,True
2020-07-27,1801.1,487.5,70.1,109.1,DEMO_DATA,True
2020-07-28,1817.1,500.29,70.24,110.2,DEMO_DATA,True
2020-07-29,1836.1,489.29,70.41,110.9,DEMO_DATA,True
2020-07-30,1801.9,496.82,70.45,110.4,DEMO_DATA,True
2020-07-31,1839.7,490.38,70.64,109.8,DEMO_DATA,True
2020-08-01,1884.8,488.86,70.57,108.9,DEMO_DATA,True
2020-08-02,1855.2,490.81,70.72,108.7,DEMO_DATA,True
2020-08-03,1902.0,488.62,70.78,110.4,DEMO_DATA,True
2020-08-04,1895.5,494.24,70.4,110.6,DEMO_DATA,True
2020-08-05,1858.4,492.32,70.1,111.8,DEMO_DATA,True
2020-08-06,1828.1,485.88,70.27,111.3,DEMO_DATA,True
2020-08-07,1868.5,481.7,69.98,110.6,DEMO_DATA,True
2020-08-08,1845.5,484.81,69.81,110.6,DEMO_DATA,True
2020-08-09,1764.5,487.86,70.42,109.9,DEMO_DATA,True
2020-08-10,1717.5,484.29,70.12,108.7,DEMO_DATA,True
2020-08-11,1747.2,486.94,70.29,109.7,DEMO_DATA,True
2020-08-12,1760.7,494.01,70.52,108.9,DEMO_DATA,True
2020-08-13,1757.7,494.07,70.57,107.9,DEMO_DATA,True
2020-08-14,1754.2,482.28,70.33,107.5,DEMO_DATA,True
2020-08-15,1800.4,484.49,70.37,107.7,DEMO_DATA,True
2020-08-16,1816.1,485.75,70.52,105.8,DEMO_DATA,True
2020-08-17,1838.8,496.82,70.63,104.9,DEMO_DATA,True
2020-08-18,1764.4,488.07,70.78,105.7,DEMO_DATA,True
2020-08-19,1723.2,483.83,70.92,104.8,DEMO_DATA,True
2020-08-20,1714.6,490.37,71.31,104.1,DEMO_DATA,True
2020-08-21,1728.7,484.52,71.37,103.9,DEMO_DATA,True
2020-08-22,1743.4,490.09,71.24,103.7,DEMO_DATA,True
2020-08-23,1717.0,487.09,70.91,102.9,DEMO_DATA,True
2020-08-24,1670.1,472.17,70.95,103.6,DEMO_DATA,True
2020-08-25,1694.6,468.25,71.28,102.1,DEMO_DATA,True
2020-08-26,1713.9,474.74,71.73,101.7,DEMO_DATA,True
2020-08-27,1728.1,468.07,71.63,101.7,DEMO_DATA,True
2020-08-28,1746.7,459.96,71.47,101.5,DEMO_DATA,True
2020-08-29,1719.3,457.35,71.52,101.8,DEMO_DATA,True
2020-08-30,1742.2,461.12,71.5,103.2,DEMO_DATA,True
2020-08-31,1762.3,457.41,71.44,102.6,DEMO_DATA,True
2020-09-01,1737.1,454.14,71.54,103.2,DEMO_DATA,True
2020-09-02,1650.3,449.22,71.56,104.5,DEMO_DATA,True
2020-09-03,1661.6,441.45,71.61,103.8,DEMO_DATA,True
2020-09-04,1709.9,431.6,71.89,103.1,DEMO_DATA,True
2020-09-05,1693.0,432.05,71.97,102.1,DEMO_DATA,True
2020-09-06,1745.2,434.33,72.08,101.9,DEMO_DATA,True
2020-09-07,1759.0,435.82,72.03,100.7,DEMO_DATA,True
2020-09-08,1761.4,438.14,72.16,100.7,DEMO_DATA,True
2020-09-09,1733.3,444.34,72.32,100.3,DEMO_DATA,True
2020-09-10,1303.7,451.28,72.06,101.0,DEMO_DATA,True
2020-09-11,1325.6,443.16,71.83,101.1,DEMO_DATA,True
2020-09-12,1284.8,459.62,71.78,101.7,DEMO_DATA,True
2020-09-13,1297.1,455.79,72.11,102.0,DEMO_DATA,True
2020-09-14,1344.9,458.8,72.0,101.3,DEMO_DATA,True
2020-09-15,1370.3,456.3,71.97,101.5,DEMO_DATA,True
2020-09-16,1393.1,473.95,71.85,100.4,DEMO_DATA,True
2020-09-17,1380.8,487.44,71.97,100.5,DEMO_DATA,True
2020-09-18,1413.7,482.71,72.19,101.8,DEMO_DATA,True
2020-09-19,1412.3,492.22,71.85,102.4,DEMO_DATA,True
2020-09-20,1372.2,493.79,71.72,103.5,DEMO_DATA,True
2020-09-21,1393.7,493.85,71.42,103.7,DEMO_DATA,True
2020-09-22,1399.6,492.48,71.38,103.7,DEMO_DATA,True
2020-09-23,1381.3,497.69,71.38,104.7,DEMO_DATA,True
2020-09-24,1420.1,492.33,71.27,104.4,DEMO_DATA,True
2020-09-25,1406.9,491.69,71.09,104.8,DEMO_DATA,True
2020-09-26,1396.9,496.77,71.2,104.5,DEMO_DATA,True
2020-09-27,1429.6,495.42,71.44,115.4,DEMO_DATA,True
2020-09-28,1430.2,502.95,70.97,116.1,DEMO_DATA,True
2020-09-29,1420.6,498.53,71.21,114.4,DEMO_DATA,True
2020-09-30,1400.9,498.6,69.37,113.7,DEMO_DATA,True
2020-10-01,1426.6,494.94,69.18,110.9,DEMO_DATA,True
2020-10-02,1429.0,493.7,69.18,110.7,DEMO_DATA,True
2020-10-03,1417.4,501.05,69.36,110.9,DEMO_DATA,True
2020-10-04,1398.5,508.23,68.92,110.6,DEMO_DATA,True
2020-10-05,1434.7,498.27,69.26,110.4,DEMO_DATA,True
2020-10-06,1444.1,509.62,69.36,109.6,DEMO_DATA,True
2020-10-07,1675.7,505.38,69.34,108.8,DEMO_DATA,True
2020-10-08,1634.0,511.51,69.53,107.7,DEMO_DATA,True
2020-10-09,1670.5,509.14,69.64,106.1,DEMO_DATA,True
2020-10-10,1626.3,506.55,69.51,106.1,DEMO_DATA,True
2020-10-11,1581.0,515.37,69.24,105.8,DEMO_DATA,True
2020-10-12,1569.7,522.67,69.3,105.4,DEMO_DATA,True
2020-10-13,1559.4,516.91,69.31,106.3,DEMO_DATA,True
2020-10-14,1532.0,513.59,69.5,107.4,DEMO_DATA,True
2020-10-15,1547.4,527.1,69.67,106.6,DEMO_DATA,True
2020-10-16,1529.7,518.7,69.47,108.3,DEMO_DATA,True
2020-10-17,1529.1,523.85,69.44,107.7,DEMO_DATA,True
2020-10-18,1529.7,528.25,69.64,108.4,DEMO_DATA,True
2020-10-19,1536.5,521.59,69.58,108.6,DEMO_DATA,True
2020-10-20,1552.9,513.36,69.88,107.8,DEMO_DATA,True
2020-10-21,1570.5,509.02,70.17,108.0,DEMO_DATA,True
2020-10-22,1639.0,507.76,70.29,108.1,DEMO_DATA,True
2020-10-23,1629.9,491.54,70.58,107.1,DEMO_DATA,True
2020-10-24,1670.3,488.42,70.56,106.6,DEMO_DATA,True
2020-10-25,1671.3,507.05,70.44,107.4,DEMO_DATA,True
2020-10-26,1683.2,494.73,70.37,107.2,DEMO_DATA,True
2020-10-27,1474.8,499.21,70.71,108.0,DEMO_DATA,True
2020-10-28,1491.1,501.42,70.67,108.0,DEMO_DATA,True
2020-10-29,1511.8,508.11,70.72,107.7,DEMO_DATA,True
2020-10-30,1540.3,501.13,70.76,107.4,DEMO_DATA,True
2020-10-31,1513.9,501.95,70.79,107.6,DEMO_DATA,True
2020-11-01,1538.8,503.28,70.65,106.9,DEMO_DATA,True
2020-11-02,1487.8,502.78,70.65,107.5,DEMO_DATA,True
2020-11-03,1407.3,499.92,70.63,107.3,DEMO_DATA,True
2020-11-04,1431.1,505.21,70.57,107.4,DEMO_DATA,True
2020-11-05,1443.0,518.18,70.56,108.3,DEMO_DATA,True
2020-11-06,1470.0,522.67,70.57,108.6,DEMO_DATA,True
2020-11-07,1475.1,518.42,70.89,108.9,DEMO_DATA,True
2020-11-08,1447.7,523.27,70.73,108.0,DEMO_DATA,True
2020-11-09,1476.4,525.74,70.79,107.1,DEMO_DATA,True
2020-11-10,1499.8,531.86,70.66,108.0,DEMO_DATA,True
2020-11-11,1514.3,528.96,70.94,108.8,DEMO_DATA,True
2020-11-12,1518.4,595.72,71.13,109.9,DEMO_DATA,True
2020-11-13,1541.1,590.52,71.32,108.1,DEMO_DATA,True
2020-11-14,1581.3,601.39,71.13,108.3,DEMO_DATA,True
2020-11-15,1563.2,587.54,71.46,108.0,DEMO_DATA,True
2020-11-16,1571.8,587.38,71.45,107.3,DEMO_DATA,True
2020-11-17,1561.6,587.38,71.58,108.3,DEMO_DATA,True
2020-11-18,1592.1,565.02,71.74,108.2,DEMO_DATA,True
2020-11-19,1584.6,579.23,71.27,107.7,DEMO_DATA,True
2020-11-20,1547.3,588.5,71.26,106.7,DEMO_DATA,True
2020-11-21,1563.3,578.58,71.45,106.2,DEMO_DATA,True
2020-11-22,1540.8,564.48,71.45,104.6,DEMO_DATA,True
2020-11-23,1502.9,554.3,71.21,104.2,DEMO_DATA,True
2020-11-24,1470.1,568.6,71.32,102.9,DEMO_DATA,True
2020-11-25,1461.1,560.86,71.32,103.3,DEMO_DATA,True
2020-11-26,1484.5,562.89,71.42,103.6,DEMO_DATA,True
2020-11-27,1514.7,561.79,71.36,103.8,DEMO_DATA,True
2020-11-28,1309.9,569.15,70.97,103.2,DEMO_DATA,True
2020-11-29,1323.2,556.39,70.7,102.6,DEMO_DATA,True
2020-11-30,1305.8,544.76,70.98,102.7,DEMO_DATA,True
2020-12-01,1321.4,540.99,71.17,103.0,DEMO_DATA,True
2020-12-02,1333.4,542.88,71.25,104.0,DEMO_DATA,True
2020-12-03,1342.8,548.02,71.64,103.4,DEMO_DATA,True
2020-12-04,1374.3,548.69,71.86,104.3,DEMO_DATA,True
2020-12-05,1389.7,549.09,72.12,103.7,DEMO_DATA,True
2020-12-06,1396.0,553.13,71.92,102.8,DEMO_DATA,True
2020-12-07,1386.3,551.21,71.89,101.9,DEMO_DATA,True
2020-12-08,1400.8,554.79,71.99,101.4,DEMO_DATA,True
2020-12-09,1406.9,561.29,71.86,101.4,DEMO_DATA,True
2020-12-10,1421.6,552.86,72.07,102.2,DEMO_DATA,True
2020-12-11,1372.6,482.64,72.32,102.2,DEMO_DATA,True
2020-12-12,1359.0,488.29,72.49,102.4,DEMO_DATA,True
2020-12-13,1379.7,486.49,72.35,101.6,DEMO_DATA,True
2020-12-14,1395.7,477.46,72.4,100.3,DEMO_DATA,True
2020-12-15,1389.4,483.49,72.25,101.1,DEMO_DATA,True
2020-12-16,1397.6,482.81,72.29,100.3,DEMO_DATA,True
2020-12-17,1381.0,486.92,72.44,100.6,DEMO_DATA,True
2020-12-18,1410.0,481.6,72.8,101.1,DEMO_DATA,True
2020-12-19,1390.0,479.73,72.72,101.0,DEMO_DATA,True
2020-12-20,1437.9,478.15,72.73,109.5,DEMO_DATA,True
2020-12-21,1423.2,481.88,72.5,108.7,DEMO_DATA,True
2020-12-22,1423.7,482.13,72.29,108.7,DEMO_DATA,True
2020-12-23,1415.5,477.21,72.15,107.5,DEMO_DATA,True
2020-12-24,1411.4,481.46,72.15,108.8,DEMO_DATA,True
2020-12-25,1368.1,474.08,72.29,107.1,DEMO_DATA,True
2020-12-26,1437.4,477.55,72.43,106.2,DEMO_DATA,True
2020-12-27,1452.5,469.18,72.79,106.0,DEMO_DATA,True
2020-12-28,1483.5,477.83,72.53,106.4,DEMO_DATA,True
2020-12-29,1494.8,471.13,72.68,106.3,DEMO_DATA,True
2020-12-30,1477.5,477.47,72.55,106.2,DEMO_DATA,True
2020-12-31,1491.3,471.38,72.45,107.1,DEMO_DATA,True
2021-01-01,1498.1,467.73,72.27,106.4,DEMO_DATA,True
2021-01-02,1530.8,470.28,72.38,106.5,DEMO_DATA,True
2021-01-03,1536.4,472.16,72.4,105.4,DEMO_DATA,True
2021-01-04,1269.3,462.64,72.65,104.8,DEMO_DATA,True
2021-01-05,1272.8,458.78,72.81,105.2,DEMO_DATA,True
2021-01-06,1281.1,448.76,72.89,104.6,DEMO_DATA,True
2021-01-07,1313.6,454.95,73.32,103.8,DEMO_DATA,True
2021-01-08,1307.3,448.95,73.5,103.6,DEMO_DATA,True
2021-01-09,1565.2,451.88,72.94,103.6,DEMO_DATA,True
2021-01-10,1557.9,448.79,72.78,109.9,DEMO_DATA,True
2021-01-11,1541.5,456.16,72.87,108.5,DEMO_DATA,True
2021-01-12,1558.4,456.59,73.2,108.0,DEMO_DATA,True
2021-01-13,1549.2,461.99,73.03,107.4,DEMO_DATA,True
2021-01-14,1573.0,469.82,73.09,107.8,DEMO_DATA,True
2021-01-15,1539.8,472.33,72.74,106.4,DEMO_DATA,True
2021-01-16,1535.1,483.46,72.63,106.3,DEMO_DATA,True
2021-01-17,1591.3,481.2,72.55,105.6,DEMO_DATA,True
2021-01-18,1556.6,480.34,72.5,105.4,DEMO_DATA,True
2021-01-19,1516.9,448.85,72.5,105.1,DEMO_DATA,True
2021-01-20,1536.4,448.16,72.56,105.1,DEMO_DATA,True
2021-01-21,1464.5,442.15,73.02,105.6,DEMO_DATA,True
2021-01-22,1473.8,450.41,73.24,105.5,DEMO_DATA,True
2021-01-23,1677.3,448.09,73.64,104.5,DEMO_DATA,True
2021-01-24,1638.1,442.71,73.09,104.5,DEMO_DATA,True
2021-01-25,1645.7,448.15,73.31,103.2,DEMO_DATA,True
2021-01-26,1627.3,447.27,72.98,103.3,DEMO_DATA,True
2021-01-27,1666.9,450.22,72.83,102.5,DEMO_DATA,True
2021-01-28,1638.6,454.9,73.01,102.9,DEMO_DATA,True
2021-01-29,1591.0,453.19,73.16,103.6,DEMO_DATA,True
2021-01-30,1590.3,465.11,72.89,103.1,DEMO_DATA,True
2021-01-31,1674.1,463.86,72.63,102.4,DEMO_DATA,True
